"seed","Method","Delta","FDP","Power"
14,"Boost DS",13,0.272727272727273,0.96
14,"Boost MS",13,0.2,0.96
14,"DataSplitting",13,0,0.96
14,"MultipleDataSplitting",13,0,0.96
14,"Knockoff",13,0.04,0.96
14,"Benjamini–Hochberg (BH)",13,0,0.96
15,"Boost DS",13,0,0.96
15,"Boost MS",13,0,0.96
15,"DataSplitting",13,0.04,0.96
15,"MultipleDataSplitting",13,0,0.92
15,"Knockoff",13,0,0.96
15,"Benjamini–Hochberg (BH)",13,0,0.96
16,"Boost DS",13,0.172413793103448,0.96
16,"Boost MS",13,0.172413793103448,0.96
16,"DataSplitting",13,0.2,0.96
16,"MultipleDataSplitting",13,0.04,0.96
16,"Knockoff",13,0.04,0.96
16,"Benjamini–Hochberg (BH)",13,0,0.96
17,"Boost DS",13,0.08,0.92
17,"Boost MS",13,0,0.92
17,"DataSplitting",13,0,0.92
17,"MultipleDataSplitting",13,0.115384615384615,0.92
17,"Knockoff",13,0.0416666666666667,0.92
17,"Benjamini–Hochberg (BH)",13,0,0.92
18,"Boost DS",13,0,0.8
18,"Boost MS",13,0.0833333333333333,0.88
18,"DataSplitting",13,0.0416666666666667,0.92
18,"MultipleDataSplitting",13,0,0.92
18,"Knockoff",13,0,0.92
18,"Benjamini–Hochberg (BH)",13,0,0.88
19,"Boost DS",13,0.08,0.92
19,"Boost MS",13,0,0.96
19,"DataSplitting",13,0.111111111111111,0.96
19,"MultipleDataSplitting",13,0,0.96
19,"Knockoff",13,0.04,0.96
19,"Benjamini–Hochberg (BH)",13,0.04,0.96
20,"Boost DS",13,0.12,0.88
20,"Boost MS",13,0,0.88
20,"DataSplitting",13,0.0416666666666667,0.92
20,"MultipleDataSplitting",13,0,0.88
20,"Knockoff",13,0.08,0.92
20,"Benjamini–Hochberg (BH)",13,0,0.92
21,"Boost DS",13,0.25,0.96
21,"Boost MS",13,0.333333333333333,0.96
21,"DataSplitting",13,0.04,0.96
21,"MultipleDataSplitting",13,0.0769230769230769,0.96
21,"Knockoff",13,0.0769230769230769,0.96
21,"Benjamini–Hochberg (BH)",13,0,0.96
22,"Boost DS",13,0.0833333333333333,0.88
22,"Boost MS",13,0,0.8
22,"DataSplitting",13,0.2,0.96
22,"MultipleDataSplitting",13,0.0769230769230769,0.96
22,"Knockoff",13,0,0.96
22,"Benjamini–Hochberg (BH)",13,0,0.88
23,"Boost DS",13,0,0.76
23,"Boost MS",13,0,0.8
23,"DataSplitting",13,0.125,0.84
23,"MultipleDataSplitting",13,0,0.84
23,"Knockoff",13,0.0869565217391304,0.84
23,"Benjamini–Hochberg (BH)",13,0,0.84
24,"Boost DS",13,0.233333333333333,0.92
24,"Boost MS",13,0,0.88
24,"DataSplitting",13,0.0769230769230769,0.96
24,"MultipleDataSplitting",13,0.115384615384615,0.92
24,"Knockoff",13,0.115384615384615,0.92
24,"Benjamini–Hochberg (BH)",13,0,0.92
25,"Boost DS",13,0.05,0.76
25,"Boost MS",13,0.0454545454545455,0.84
25,"DataSplitting",13,0.115384615384615,0.92
25,"MultipleDataSplitting",13,0,0.84
25,"Knockoff",13,0.0454545454545455,0.84
25,"Benjamini–Hochberg (BH)",13,0,0.84
26,"Boost DS",13,0.192307692307692,0.84
26,"Boost MS",13,0,0.84
26,"DataSplitting",13,0.0833333333333333,0.88
26,"MultipleDataSplitting",13,0.0833333333333333,0.88
26,"Knockoff",13,0.0833333333333333,0.88
26,"Benjamini–Hochberg (BH)",13,0,0.88
27,"Boost DS",13,0.0416666666666667,0.92
27,"Boost MS",13,0,0.92
27,"DataSplitting",13,0.111111111111111,0.96
27,"MultipleDataSplitting",13,0.0416666666666667,0.92
27,"Knockoff",13,0.0769230769230769,0.96
27,"Benjamini–Hochberg (BH)",13,0,0.96
28,"Boost DS",13,0.12,0.88
28,"Boost MS",13,0.0769230769230769,0.96
28,"DataSplitting",13,0.115384615384615,0.92
28,"MultipleDataSplitting",13,0.0416666666666667,0.92
28,"Knockoff",13,0,0.96
28,"Benjamini–Hochberg (BH)",13,0,0.92
29,"Boost DS",13,0.0833333333333333,0.88
29,"Boost MS",13,0,0.84
29,"DataSplitting",13,0,0.84
29,"MultipleDataSplitting",13,0,0.84
29,"Knockoff",13,0,0.84
29,"Benjamini–Hochberg (BH)",13,0,0.84
30,"Boost DS",13,0.153846153846154,0.88
30,"Boost MS",13,0,0.84
30,"DataSplitting",13,0.04,0.96
30,"MultipleDataSplitting",13,0.115384615384615,0.92
30,"Knockoff",13,0.225806451612903,0.96
30,"Benjamini–Hochberg (BH)",13,0,0.88
31,"Boost DS",13,0,0.88
31,"Boost MS",13,0.148148148148148,0.92
31,"DataSplitting",13,0,0.96
31,"MultipleDataSplitting",13,0,0.88
31,"Knockoff",13,0,0.96
31,"Benjamini–Hochberg (BH)",13,0,0.92
32,"Boost DS",13,0.0869565217391304,0.84
32,"Boost MS",13,0,0.8
32,"DataSplitting",13,0,0.84
32,"MultipleDataSplitting",13,0.0454545454545455,0.84
32,"Knockoff",13,0.192307692307692,0.84
32,"Benjamini–Hochberg (BH)",13,0,0.84
33,"Boost DS",13,0,0.72
33,"Boost MS",13,0,0.8
33,"DataSplitting",13,0.0869565217391304,0.84
33,"MultipleDataSplitting",13,0,0.8
33,"Knockoff",13,0.0833333333333333,0.88
33,"Benjamini–Hochberg (BH)",13,0,0.84
34,"Boost DS",13,0,0.92
34,"Boost MS",13,0.2,0.96
34,"DataSplitting",13,0.0416666666666667,0.92
34,"MultipleDataSplitting",13,0,0.92
34,"Knockoff",13,0.115384615384615,0.92
34,"Benjamini–Hochberg (BH)",13,0,0.92
35,"Boost DS",13,0.166666666666667,1
35,"Boost MS",13,0,0.96
35,"DataSplitting",13,0.166666666666667,1
35,"MultipleDataSplitting",13,0.0740740740740741,1
35,"Knockoff",13,0.0384615384615385,1
35,"Benjamini–Hochberg (BH)",13,0,1
36,"Boost DS",13,0.0416666666666667,0.92
36,"Boost MS",13,0,0.88
36,"DataSplitting",13,0,0.96
36,"MultipleDataSplitting",13,0,0.92
36,"Knockoff",13,0.111111111111111,0.96
36,"Benjamini–Hochberg (BH)",13,0,0.96
37,"Boost DS",13,0.0833333333333333,0.88
37,"Boost MS",13,0,0.96
37,"DataSplitting",13,0.111111111111111,0.96
37,"MultipleDataSplitting",13,0,0.96
37,"Knockoff",13,0.111111111111111,0.96
37,"Benjamini–Hochberg (BH)",13,0,0.96
38,"Boost DS",13,0,0.8
38,"Boost MS",13,0,0.84
38,"DataSplitting",13,0.0434782608695652,0.88
38,"MultipleDataSplitting",13,0.0434782608695652,0.88
38,"Knockoff",13,0.12,0.88
38,"Benjamini–Hochberg (BH)",13,0,0.88
39,"Boost DS",13,0.222222222222222,0.84
39,"Boost MS",13,0,0.88
39,"DataSplitting",13,0.0434782608695652,0.88
39,"MultipleDataSplitting",13,0.0434782608695652,0.88
39,"Knockoff",13,0.0833333333333333,0.88
39,"Benjamini–Hochberg (BH)",13,0,0.88
40,"Boost DS",13,0.125,0.84
40,"Boost MS",13,0,0.84
40,"DataSplitting",13,0,0.84
40,"MultipleDataSplitting",13,0,0.84
40,"Knockoff",13,0,0.88
40,"Benjamini–Hochberg (BH)",13,0,0.84
41,"Boost DS",13,0.08,0.92
41,"Boost MS",13,0,0.92
41,"DataSplitting",13,0.08,0.92
41,"MultipleDataSplitting",13,0,0.88
41,"Knockoff",13,0,0.92
41,"Benjamini–Hochberg (BH)",13,0,0.92
42,"Boost DS",13,0,0.84
42,"Boost MS",13,0,0.8
42,"DataSplitting",13,0,0.88
42,"MultipleDataSplitting",13,0,0.84
42,"Knockoff",13,0.0434782608695652,0.88
42,"Benjamini–Hochberg (BH)",13,0,0.88
43,"Boost DS",13,0.04,0.96
43,"Boost MS",13,0,0.92
43,"DataSplitting",13,0.04,0.96
43,"MultipleDataSplitting",13,0,0.92
43,"Knockoff",13,0,0.96
43,"Benjamini–Hochberg (BH)",13,0,0.96
44,"Boost DS",13,0.285714285714286,0.8
44,"Boost MS",13,0,0.84
44,"DataSplitting",13,0.0869565217391304,0.84
44,"MultipleDataSplitting",13,0.0454545454545455,0.84
44,"Knockoff",13,0.0454545454545455,0.84
44,"Benjamini–Hochberg (BH)",13,0,0.84
45,"Boost DS",13,0.0434782608695652,0.88
45,"Boost MS",13,0,0.88
45,"DataSplitting",13,0,0.92
45,"MultipleDataSplitting",13,0,0.88
45,"Knockoff",13,0.0416666666666667,0.92
45,"Benjamini–Hochberg (BH)",13,0,0.88
46,"Boost DS",13,0.0434782608695652,0.88
46,"Boost MS",13,0,0.88
46,"DataSplitting",13,0.115384615384615,0.92
46,"MultipleDataSplitting",13,0,0.88
46,"Knockoff",13,0,0.96
46,"Benjamini–Hochberg (BH)",13,0,0.88
47,"Boost DS",13,0.125,0.84
47,"Boost MS",13,0,0.88
47,"DataSplitting",13,0.0434782608695652,0.88
47,"MultipleDataSplitting",13,0,0.84
47,"Knockoff",13,0,0.88
47,"Benjamini–Hochberg (BH)",13,0,0.88
48,"Boost DS",13,0.303030303030303,0.92
48,"Boost MS",13,0.115384615384615,0.92
48,"DataSplitting",13,0.08,0.92
48,"MultipleDataSplitting",13,0,0.92
48,"Knockoff",13,0.115384615384615,0.92
48,"Benjamini–Hochberg (BH)",13,0,0.92
49,"Boost DS",13,0.125,0.84
49,"Boost MS",13,0.0434782608695652,0.88
49,"DataSplitting",13,0,0.88
49,"MultipleDataSplitting",13,0,0.88
49,"Knockoff",13,0.0434782608695652,0.88
49,"Benjamini–Hochberg (BH)",13,0,0.88
50,"Boost DS",13,0.0416666666666667,0.92
50,"Boost MS",13,0.04,0.96
50,"DataSplitting",13,0.04,0.96
50,"MultipleDataSplitting",13,0,0.96
50,"Knockoff",13,0.04,0.96
50,"Benjamini–Hochberg (BH)",13,0,0.96
